10090.ENSMUSP00000036596 9606.ENSP00000313110
10090.ENSMUSP00000110944 9606.ENSP00000257696
10090.ENSMUSP00000128739 9606.ENSP00000463027
10090.ENSMUSP00000110941 9606.ENSP00000420140
10090.ENSMUSP00000128731 9606.ENSP00000380120
10090.ENSMUSP00000128733 9606.ENSP00000353538
10090.ENSMUSP00000128734 9606.ENSP00000292301
10090.ENSMUSP00000128735 9606.ENSP00000361467
10090.ENSMUSP00000128736 9606.ENSP00000395995
10090.ENSMUSP00000128737 9606.ENSP00000346762
10090.ENSMUSP00000096607 9606.ENSP00000351391
10090.ENSMUSP00000120299 9606.ENSP00000367408
10090.ENSMUSP00000096605 9606.ENSP00000351391
10090.ENSMUSP00000120296 9606.ENSP00000453089 9606.ENSP00000415556
10090.ENSMUSP00000120295 9606.ENSP00000439244
10090.ENSMUSP00000122407 9606.ENSP00000215912
10090.ENSMUSP00000120293 9606.ENSP00000403566
10090.ENSMUSP00000120292 9606.ENSP00000362244
10090.ENSMUSP00000120291 9606.ENSP00000379032
10090.ENSMUSP00000120290 9606.ENSP00000354085 9606.ENSP00000432016
10090.ENSMUSP00000095557 9606.ENSP00000360046
10090.ENSMUSP00000105820 9606.ENSP00000368917
10090.ENSMUSP00000115242 9606.ENSP00000331019
10090.ENSMUSP00000105822 9606.ENSP00000418541
10090.ENSMUSP00000115245 9606.ENSP00000384999
10090.ENSMUSP00000115246 9606.ENSP00000378635
10090.ENSMUSP00000115247 9606.ENSP00000378367
10090.ENSMUSP00000105829 9606.ENSP00000378965
10090.ENSMUSP00000105828 9606.ENSP00000401980
10090.ENSMUSP00000049414 9606.ENSP00000380530
10090.ENSMUSP00000095558 9606.ENSP00000383820
10090.ENSMUSP00000078761 9606.ENSP00000357440
10090.ENSMUSP00000127954 9606.ENSP00000384477
10090.ENSMUSP00000128194 9606.ENSP00000392660
10090.ENSMUSP00000128195 9606.ENSP00000363993
10090.ENSMUSP00000103379 9606.ENSP00000481721
10090.ENSMUSP00000128197 9606.ENSP00000483408
10090.ENSMUSP00000128190 9606.ENSP00000258962
10090.ENSMUSP00000128192 9606.ENSP00000299166 9606.ENSP00000456832
10090.ENSMUSP00000128193 9606.ENSP00000371532
10090.ENSMUSP00000123362 9606.ENSP00000364860
10090.ENSMUSP00000103372 9606.ENSP00000264428
10090.ENSMUSP00000123360 9606.ENSP00000228280
10090.ENSMUSP00000123361 9606.ENSP00000424474
10090.ENSMUSP00000128198 9606.ENSP00000345681
10090.ENSMUSP00000103376 9606.ENSP00000297837
10090.ENSMUSP00000123364 9606.ENSP00000364550
10090.ENSMUSP00000123365 9606.ENSP00000394394
10090.ENSMUSP00000112731 9606.ENSP00000422533
10090.ENSMUSP00000112730 9606.ENSP00000358512
10090.ENSMUSP00000112733 9606.ENSP00000371327 9606.ENSP00000310216 9606.ENSP00000437563 9606.ENSP00000438038 9606.ENSP00000371328
10090.ENSMUSP00000112732 9606.ENSP00000316891
10090.ENSMUSP00000112735 9606.ENSP00000369071
10090.ENSMUSP00000112734 9606.ENSP00000370966
10090.ENSMUSP00000112737 9606.ENSP00000418096
10090.ENSMUSP00000112739 9606.ENSP00000270645
10090.ENSMUSP00000014174 9606.ENSP00000350844
10090.ENSMUSP00000119630 9606.ENSP00000231509
10090.ENSMUSP00000138746 9606.ENSP00000287239
10090.ENSMUSP00000091074 9606.ENSP00000385357
10090.ENSMUSP00000091073 9606.ENSP00000345175
10090.ENSMUSP00000091386 9606.ENSP00000389072 9606.ENSP00000329689 9606.ENSP00000364164 9606.ENSP00000325076
10090.ENSMUSP00000091381 9606.ENSP00000355155
10090.ENSMUSP00000039966 9606.ENSP00000400099
10090.ENSMUSP00000114027 9606.ENSP00000373574
10090.ENSMUSP00000051895 9606.ENSP00000383931
10090.ENSMUSP00000066072 9606.ENSP00000276708
10090.ENSMUSP00000066076 9606.ENSP00000368265
10090.ENSMUSP00000129765 9606.ENSP00000325618
10090.ENSMUSP00000066078 9606.ENSP00000222792
10090.ENSMUSP00000138748 9606.ENSP00000422907 9606.ENSP00000274400
10090.ENSMUSP00000026013 9606.ENSP00000340684
10090.ENSMUSP00000077509 9606.ENSP00000352438
10090.ENSMUSP00000139731 9606.ENSP00000386710
10090.ENSMUSP00000129767 9606.ENSP00000455744
10090.ENSMUSP00000118556 9606.ENSP00000287202 9606.ENSP00000454749
10090.ENSMUSP00000118555 9606.ENSP00000483254
10090.ENSMUSP00000118554 9606.ENSP00000262903
10090.ENSMUSP00000118553 9606.ENSP00000310520
10090.ENSMUSP00000118552 9606.ENSP00000356432
10090.ENSMUSP00000118551 9606.ENSP00000360905
10090.ENSMUSP00000118550 9606.ENSP00000360552
10090.ENSMUSP00000138749 9606.ENSP00000229328
10090.ENSMUSP00000118559 9606.ENSP00000223864
10090.ENSMUSP00000118558 9606.ENSP00000401371
10090.ENSMUSP00000030340 9606.ENSP00000360569
10090.ENSMUSP00000080775 9606.ENSP00000323423
10090.ENSMUSP00000080774 9606.ENSP00000263800
10090.ENSMUSP00000030345 9606.ENSP00000360541
10090.ENSMUSP00000080778 9606.ENSP00000351490
10090.ENSMUSP00000063248 9606.ENSP00000387318
10090.ENSMUSP00000030348 9606.ENSP00000360525
10090.ENSMUSP00000017610 9606.ENSP00000262768
10090.ENSMUSP00000035644 9606.ENSP00000318690
10090.ENSMUSP00000113829 9606.ENSP00000370842
10090.ENSMUSP00000116298 9606.ENSP00000454340
10090.ENSMUSP00000116299 9606.ENSP00000381053
10090.ENSMUSP00000116296 9606.ENSP00000308057
10090.ENSMUSP00000116294 9606.ENSP00000389900
10090.ENSMUSP00000116295 9606.ENSP00000483300
10090.ENSMUSP00000116292 9606.ENSP00000378854
10090.ENSMUSP00000116293 9606.ENSP00000334037
10090.ENSMUSP00000116290 9606.ENSP00000250111
10090.ENSMUSP00000116291 9606.ENSP00000356194
10090.ENSMUSP00000141106 9606.ENSP00000381340
10090.ENSMUSP00000115269 9606.ENSP00000347324
10090.ENSMUSP00000029222 9606.ENSP00000405708
10090.ENSMUSP00000091923 9606.ENSP00000385158
10090.ENSMUSP00000091920 9606.ENSP00000401502 9606.ENSP00000262262
10090.ENSMUSP00000091921 9606.ENSP00000335153
10090.ENSMUSP00000040150 9606.ENSP00000362107
10090.ENSMUSP00000091925 9606.ENSP00000430656
10090.ENSMUSP00000085693 9606.ENSP00000369889
10090.ENSMUSP00000034111 9606.ENSP00000421275
10090.ENSMUSP00000085695 9606.ENSP00000349076
10090.ENSMUSP00000085694 9606.ENSP00000320794
10090.ENSMUSP00000022235 9606.ENSP00000316244
10090.ENSMUSP00000134117 9606.ENSP00000264674
10090.ENSMUSP00000116120 9606.ENSP00000354111
10090.ENSMUSP00000090036 9606.ENSP00000441214
10090.ENSMUSP00000124992 9606.ENSP00000340427
10090.ENSMUSP00000116123 9606.ENSP00000343633
10090.ENSMUSP00000122109 9606.ENSP00000338807
10090.ENSMUSP00000090032 9606.ENSP00000307674
10090.ENSMUSP00000124996 9606.ENSP00000313391
10090.ENSMUSP00000116127 9606.ENSP00000434480
10090.ENSMUSP00000122105 9606.ENSP00000480791
10090.ENSMUSP00000124999 9606.ENSP00000386023
10090.ENSMUSP00000122107 9606.ENSP00000379901
10090.ENSMUSP00000122106 9606.ENSP00000368964
10090.ENSMUSP00000122101 9606.ENSP00000245414
10090.ENSMUSP00000122100 9606.ENSP00000261693
10090.ENSMUSP00000122103 9606.ENSP00000388658
10090.ENSMUSP00000122102 9606.ENSP00000353920
10090.ENSMUSP00000033692 9606.ENSP00000345633
10090.ENSMUSP00000119100 9606.ENSP00000340688
10090.ENSMUSP00000062795 9606.ENSP00000456615
10090.ENSMUSP00000033695 9606.ENSP00000253577
10090.ENSMUSP00000114021 9606.ENSP00000002165
10090.ENSMUSP00000126619 9606.ENSP00000321249
10090.ENSMUSP00000033699 9606.ENSP00000358866
10090.ENSMUSP00000115264 9606.ENSP00000261707
10090.ENSMUSP00000002350 9606.ENSP00000251588
10090.ENSMUSP00000134132 9606.ENSP00000366945 9606.ENSP00000372612
10090.ENSMUSP00000138587 9606.ENSP00000232978
10090.ENSMUSP00000079834 9606.ENSP00000299459
10090.ENSMUSP00000079832 9606.ENSP00000312675
10090.ENSMUSP00000126618 9606.ENSP00000454341
10090.ENSMUSP00000087925 9606.ENSP00000379098
10090.ENSMUSP00000119604 9606.ENSP00000366800
10090.ENSMUSP00000069437 9606.ENSP00000379290
10090.ENSMUSP00000119606 9606.ENSP00000313377
10090.ENSMUSP00000119607 9606.ENSP00000370532
10090.ENSMUSP00000119600 9606.ENSP00000354573
10090.ENSMUSP00000119601 9606.ENSP00000368190
10090.ENSMUSP00000119602 9606.ENSP00000378324
10090.ENSMUSP00000119603 9606.ENSP00000479488
10090.ENSMUSP00000096354 9606.ENSP00000344218
10090.ENSMUSP00000119608 9606.ENSP00000359707
10090.ENSMUSP00000119609 9606.ENSP00000378431
10090.ENSMUSP00000044276 9606.ENSP00000309714
10090.ENSMUSP00000044272 9606.ENSP00000373627
10090.ENSMUSP00000117643 9606.ENSP00000309515
10090.ENSMUSP00000086347 9606.ENSP00000344929
10090.ENSMUSP00000086342 9606.ENSP00000364643
10090.ENSMUSP00000117640 9606.ENSP00000317743
10090.ENSMUSP00000022437 9606.ENSP00000323811
10090.ENSMUSP00000117646 9606.ENSP00000396620
10090.ENSMUSP00000144746 9606.ENSP00000395007
10090.ENSMUSP00000113570 9606.ENSP00000325561
10090.ENSMUSP00000113571 9606.ENSP00000265709
10090.ENSMUSP00000113572 9606.ENSP00000215855
10090.ENSMUSP00000117652 9606.ENSP00000306425
10090.ENSMUSP00000144732 9606.ENSP00000423897
10090.ENSMUSP00000117654 9606.ENSP00000306625
10090.ENSMUSP00000144730 9606.ENSP00000480420 9606.ENSP00000470560
10090.ENSMUSP00000144731 9606.ENSP00000386456
10090.ENSMUSP00000032877 9606.ENSP00000435421
10090.ENSMUSP00000113579 9606.ENSP00000354958
10090.ENSMUSP00000032874 9606.ENSP00000320092
10090.ENSMUSP00000144738 9606.ENSP00000261407
10090.ENSMUSP00000144739 9606.ENSP00000256509
10090.ENSMUSP00000121452 9606.ENSP00000259239
10090.ENSMUSP00000121453 9606.ENSP00000364320
10090.ENSMUSP00000121450 9606.ENSP00000354643
10090.ENSMUSP00000121451 9606.ENSP00000463092
10090.ENSMUSP00000121456 9606.ENSP00000261226
10090.ENSMUSP00000121457 9606.ENSP00000480715
10090.ENSMUSP00000121454 9606.ENSP00000273158
10090.ENSMUSP00000121455 9606.ENSP00000482027
10090.ENSMUSP00000116894 9606.ENSP00000351391
10090.ENSMUSP00000121458 9606.ENSP00000361311
10090.ENSMUSP00000121459 9606.ENSP00000289932
10090.ENSMUSP00000087686 9606.ENSP00000346697
10090.ENSMUSP00000029116 9606.ENSP00000307854
10090.ENSMUSP00000083339 9606.ENSP00000395220
10090.ENSMUSP00000144748 9606.ENSP00000386881
10090.ENSMUSP00000116896 9606.ENSP00000381981
10090.ENSMUSP00000115260 9606.ENSP00000296513
10090.ENSMUSP00000078641 9606.ENSP00000287437
10090.ENSMUSP00000114140 9606.ENSP00000242576
10090.ENSMUSP00000110001 9606.ENSP00000393963
10090.ENSMUSP00000143707 9606.ENSP00000371548
10090.ENSMUSP00000143704 9606.ENSP00000452111
10090.ENSMUSP00000143705 9606.ENSP00000374552
10090.ENSMUSP00000143702 9606.ENSP00000160382
10090.ENSMUSP00000143703 9606.ENSP00000344866
10090.ENSMUSP00000143700 9606.ENSP00000405620
10090.ENSMUSP00000143701 9606.ENSP00000317473
10090.ENSMUSP00000110008 9606.ENSP00000290974
10090.ENSMUSP00000143708 9606.ENSP00000264399
10090.ENSMUSP00000143709 9606.ENSP00000341030
10090.ENSMUSP00000002683 9606.ENSP00000269967
10090.ENSMUSP00000144089 9606.ENSP00000409315
10090.ENSMUSP00000092896 9606.ENSP00000361518
10090.ENSMUSP00000144080 9606.ENSP00000381382
10090.ENSMUSP00000144082 9606.ENSP00000222812
10090.ENSMUSP00000144084 9606.ENSP00000268124
10090.ENSMUSP00000144085 9606.ENSP00000484228
10090.ENSMUSP00000144086 9606.ENSP00000336747
10090.ENSMUSP00000144087 9606.ENSP00000242804 9606.ENSP00000467286 9606.ENSP00000392024 9606.ENSP00000339767 9606.ENSP00000305077 9606.ENSP00000411084 9606.ENSP00000301547 9606.ENSP00000293725 9606.ENSP00000340683 9606.ENSP00000440365 9606.ENSP00000313443 9606.ENSP00000479449 9606.ENSP00000344162 9606.ENSP00000348419 9606.ENSP00000305373 9606.ENSP00000354414 9606.ENSP00000335437 9606.ENSP00000350576 9606.ENSP00000394380 9606.ENSP00000369774
10090.ENSMUSP00000038765 9606.ENSP00000312678
10090.ENSMUSP00000038761 9606.ENSP00000305976
10090.ENSMUSP00000038760 9606.ENSP00000371434
10090.ENSMUSP00000038763 9606.ENSP00000365462
10090.ENSMUSP00000092892 9606.ENSP00000351644
10090.ENSMUSP00000125229 9606.ENSP00000385019
10090.ENSMUSP00000125228 9606.ENSP00000398824
10090.ENSMUSP00000137908 9606.ENSP00000398798
10090.ENSMUSP00000137907 9606.ENSP00000310841
10090.ENSMUSP00000125224 9606.ENSP00000357079
10090.ENSMUSP00000137905 9606.ENSP00000352678
10090.ENSMUSP00000137904 9606.ENSP00000325312
10090.ENSMUSP00000125221 9606.ENSP00000222753
10090.ENSMUSP00000125220 9606.ENSP00000383402
10090.ENSMUSP00000125223 9606.ENSP00000302037
10090.ENSMUSP00000137900 9606.ENSP00000382895
10090.ENSMUSP00000003550 9606.ENSP00000294785
10090.ENSMUSP00000138669 9606.ENSP00000261973
10090.ENSMUSP00000138668 9606.ENSP00000253401
10090.ENSMUSP00000003554 9606.ENSP00000357057
10090.ENSMUSP00000138663 9606.ENSP00000338217
10090.ENSMUSP00000138662 9606.ENSP00000378563
10090.ENSMUSP00000138661 9606.ENSP00000322304
10090.ENSMUSP00000138660 9606.ENSP00000449629
10090.ENSMUSP00000138667 9606.ENSP00000449629
10090.ENSMUSP00000138666 9606.ENSP00000443926
10090.ENSMUSP00000138665 9606.ENSP00000261973
10090.ENSMUSP00000138664 9606.ENSP00000325326
10090.ENSMUSP00000118232 9606.ENSP00000268058
10090.ENSMUSP00000118230 9606.ENSP00000369257
10090.ENSMUSP00000118231 9606.ENSP00000380378
10090.ENSMUSP00000118237 9606.ENSP00000363513
10090.ENSMUSP00000118234 9606.ENSP00000258080
10090.ENSMUSP00000019287 9606.ENSP00000230771
10090.ENSMUSP00000012734 9606.ENSP00000262177
10090.ENSMUSP00000118239 9606.ENSP00000274026
10090.ENSMUSP00000019283 9606.ENSP00000337746
10090.ENSMUSP00000019281 9606.ENSP00000376943
10090.ENSMUSP00000004684 9606.ENSP00000471635 9606.ENSP00000352995
10090.ENSMUSP00000032259 9606.ENSP00000228434
10090.ENSMUSP00000032258 9606.ENSP00000261340 9606.ENSP00000396163
10090.ENSMUSP00000004681 9606.ENSP00000407509
10090.ENSMUSP00000004683 9606.ENSP00000264079
10090.ENSMUSP00000032252 9606.ENSP00000480609 9606.ENSP00000240618
10090.ENSMUSP00000032257 9606.ENSP00000229402
10090.ENSMUSP00000040755 9606.ENSP00000352672
10090.ENSMUSP00000132997 9606.ENSP00000363268
10090.ENSMUSP00000132996 9606.ENSP00000315680
10090.ENSMUSP00000132995 9606.ENSP00000455279
10090.ENSMUSP00000132994 9606.ENSP00000352962
10090.ENSMUSP00000075526 9606.ENSP00000423600
10090.ENSMUSP00000132999 9606.ENSP00000440077
10090.ENSMUSP00000132998 9606.ENSP00000267396
10090.ENSMUSP00000134119 9606.ENSP00000350844
10090.ENSMUSP00000114028 9606.ENSP00000468354
10090.ENSMUSP00000027049 9606.ENSP00000315035
10090.ENSMUSP00000134654 9606.ENSP00000259915 9606.ENSP00000419298
10090.ENSMUSP00000037753 9606.ENSP00000266980
10090.ENSMUSP00000037752 9606.ENSP00000250018
10090.ENSMUSP00000037758 9606.ENSP00000386557
10090.ENSMUSP00000021726 9606.ENSP00000333019
10090.ENSMUSP00000124173 9606.ENSP00000452871
10090.ENSMUSP00000124170 9606.ENSP00000477973
10090.ENSMUSP00000124171 9606.ENSP00000377725
10090.ENSMUSP00000124176 9606.ENSP00000355968
10090.ENSMUSP00000124177 9606.ENSP00000480150
10090.ENSMUSP00000124174 9606.ENSP00000450909
10090.ENSMUSP00000135492 9606.ENSP00000481878
10090.ENSMUSP00000135412 9606.ENSP00000265773
10090.ENSMUSP00000124178 9606.ENSP00000369996
10090.ENSMUSP00000124179 9606.ENSP00000346560
10090.ENSMUSP00000135417 9606.ENSP00000360268
10090.ENSMUSP00000135416 9606.ENSP00000294179
10090.ENSMUSP00000135415 9606.ENSP00000373895
10090.ENSMUSP00000135414 9606.ENSP00000456213 9606.ENSP00000378792
10090.ENSMUSP00000049355 9606.ENSP00000405573
10090.ENSMUSP00000121172 9606.ENSP00000262965
10090.ENSMUSP00000098381 9606.ENSP00000361355
10090.ENSMUSP00000098382 9606.ENSP00000361355
10090.ENSMUSP00000046120 9606.ENSP00000245543
10090.ENSMUSP00000046121 9606.ENSP00000315383
10090.ENSMUSP00000036406 9606.ENSP00000235307
10090.ENSMUSP00000135496 9606.ENSP00000343526
10090.ENSMUSP00000143773 9606.ENSP00000377948
10090.ENSMUSP00000143772 9606.ENSP00000425561
10090.ENSMUSP00000135494 9606.ENSP00000402527
10090.ENSMUSP00000121179 9606.ENSP00000325827
10090.ENSMUSP00000114514 9606.ENSP00000384015
10090.ENSMUSP00000019862 9606.ENSP00000247194
10090.ENSMUSP00000019861 9606.ENSP00000359740
10090.ENSMUSP00000143776 9606.ENSP00000378015
10090.ENSMUSP00000143775 9606.ENSP00000306772
10090.ENSMUSP00000035980 9606.ENSP00000316845
10090.ENSMUSP00000025554 9606.ENSP00000278282
10090.ENSMUSP00000143774 9606.ENSP00000386759
10090.ENSMUSP00000035989 9606.ENSP00000361418
10090.ENSMUSP00000134650 9606.ENSP00000346015
10090.ENSMUSP00000051620 9606.ENSP00000435582
10090.ENSMUSP00000041581 9606.ENSP00000266643
10090.ENSMUSP00000041585 9606.ENSP00000428338
10090.ENSMUSP00000085999 9606.ENSP00000287538
10090.ENSMUSP00000085993 9606.ENSP00000301740
10090.ENSMUSP00000114518 9606.ENSP00000351908
10090.ENSMUSP00000126298 9606.ENSP00000378588
10090.ENSMUSP00000047291 9606.ENSP00000356917
10090.ENSMUSP00000134549 9606.ENSP00000270328
10090.ENSMUSP00000125849 9606.ENSP00000356475
10090.ENSMUSP00000070533 9606.ENSP00000358718
10090.ENSMUSP00000070534 9606.ENSP00000360488
10090.ENSMUSP00000134547 9606.ENSP00000365817
10090.ENSMUSP00000070539 9606.ENSP00000347716
10090.ENSMUSP00000134544 9606.ENSP00000333547
10090.ENSMUSP00000145087 9606.ENSP00000347538
10090.ENSMUSP00000030808 9606.ENSP00000478699
10090.ENSMUSP00000137627 9606.ENSP00000353475
10090.ENSMUSP00000030805 9606.ENSP00000418770
10090.ENSMUSP00000041631 9606.ENSP00000310431
10090.ENSMUSP00000019012 9606.ENSP00000216177
10090.ENSMUSP00000030800 9606.ENSP00000297532
10090.ENSMUSP00000041636 9606.ENSP00000369689
10090.ENSMUSP00000041635 9606.ENSP00000354733
10090.ENSMUSP00000030803 9606.ENSP00000054668
10090.ENSMUSP00000145084 9606.ENSP00000285279
10090.ENSMUSP00000009214 9606.ENSP00000216036
10090.ENSMUSP00000133718 9606.ENSP00000217455
10090.ENSMUSP00000133719 9606.ENSP00000469863
10090.ENSMUSP00000009219 9606.ENSP00000216144
10090.ENSMUSP00000133714 9606.ENSP00000377747
10090.ENSMUSP00000133715 9606.ENSP00000393922
10090.ENSMUSP00000133713 9606.ENSP00000362282
10090.ENSMUSP00000133710 9606.ENSP00000244360
10090.ENSMUSP00000133711 9606.ENSP00000361669
10090.ENSMUSP00000090082 9606.ENSP00000423567
10090.ENSMUSP00000079317 9606.ENSP00000367787
10090.ENSMUSP00000044838 9606.ENSP00000264649
10090.ENSMUSP00000137621 9606.ENSP00000320092
10090.ENSMUSP00000123449 9606.ENSP00000454670 9606.ENSP00000488315 9606.ENSP00000488848
10090.ENSMUSP00000141397 9606.ENSP00000352849
10090.ENSMUSP00000044836 9606.ENSP00000257177
10090.ENSMUSP00000141395 9606.ENSP00000404131
10090.ENSMUSP00000141394 9606.ENSP00000321679
10090.ENSMUSP00000035326 9606.ENSP00000299163
10090.ENSMUSP00000141391 9606.ENSP00000282466
10090.ENSMUSP00000035325 9606.ENSP00000367346
10090.ENSMUSP00000035328 9606.ENSP00000313454
10090.ENSMUSP00000041806 9606.ENSP00000361596
10090.ENSMUSP00000131320 9606.ENSP00000410833
10090.ENSMUSP00000136298 9606.ENSP00000242804 9606.ENSP00000467286 9606.ENSP00000392024 9606.ENSP00000339767 9606.ENSP00000305077 9606.ENSP00000411084 9606.ENSP00000301547 9606.ENSP00000293725 9606.ENSP00000340683 9606.ENSP00000440365 9606.ENSP00000313443 9606.ENSP00000479449 9606.ENSP00000344162 9606.ENSP00000348419 9606.ENSP00000305373 9606.ENSP00000354414 9606.ENSP00000335437 9606.ENSP00000350576 9606.ENSP00000394380 9606.ENSP00000369774
10090.ENSMUSP00000064241 9606.ENSP00000484431
10090.ENSMUSP00000064246 9606.ENSP00000309270
10090.ENSMUSP00000096257 9606.ENSP00000347484
10090.ENSMUSP00000136292 9606.ENSP00000426191
10090.ENSMUSP00000136293 9606.ENSP00000256339
10090.ENSMUSP00000136294 9606.ENSP00000344456
10090.ENSMUSP00000131417 9606.ENSP00000276480
10090.ENSMUSP00000006462 9606.ENSP00000403343
10090.ENSMUSP00000131415 9606.ENSP00000357429
10090.ENSMUSP00000131413 9606.ENSP00000272425
10090.ENSMUSP00000137628 9606.ENSP00000352039
10090.ENSMUSP00000131411 9606.ENSP00000265388
10090.ENSMUSP00000131410 9606.ENSP00000266037
10090.ENSMUSP00000044831 9606.ENSP00000323099
10090.ENSMUSP00000131419 9606.ENSP00000376910
10090.ENSMUSP00000131418 9606.ENSP00000347484
10090.ENSMUSP00000005841 9606.ENSP00000264010
10090.ENSMUSP00000065198 9606.ENSP00000314348
10090.ENSMUSP00000005849 9606.ENSP00000290953
10090.ENSMUSP00000029694 9606.ENSP00000354837
10090.ENSMUSP00000144583 9606.ENSP00000381382
10090.ENSMUSP00000006792 9606.ENSP00000291890
10090.ENSMUSP00000105708 9606.ENSP00000476519
10090.ENSMUSP00000040210 9606.ENSP00000271227
10090.ENSMUSP00000040217 9606.ENSP00000386616
10090.ENSMUSP00000093980 9606.ENSP00000301788
10090.ENSMUSP00000111358 9606.ENSP00000427661
10090.ENSMUSP00000037348 9606.ENSP00000285093
10090.ENSMUSP00000115241 9606.ENSP00000373574
10090.ENSMUSP00000132145 9606.ENSP00000362146
10090.ENSMUSP00000033865 9606.ENSP00000484443
10090.ENSMUSP00000132140 9606.ENSP00000386212
10090.ENSMUSP00000132141 9606.ENSP00000375892
10090.ENSMUSP00000132142 9606.ENSP00000269195
10090.ENSMUSP00000132143 9606.ENSP00000370193
10090.ENSMUSP00000132149 9606.ENSP00000437073
10090.ENSMUSP00000137910 9606.ENSP00000292476
10090.ENSMUSP00000136876 9606.ENSP00000484443
10090.ENSMUSP00000098603 9606.ENSP00000401678
10090.ENSMUSP00000101559 9606.ENSP00000263697
10090.ENSMUSP00000098605 9606.ENSP00000353414
10090.ENSMUSP00000136872 9606.ENSP00000388723
10090.ENSMUSP00000125237 9606.ENSP00000264917
10090.ENSMUSP00000101555 9606.ENSP00000391826
10090.ENSMUSP00000101554 9606.ENSP00000380432
10090.ENSMUSP00000101556 9606.ENSP00000391826
10090.ENSMUSP00000101551 9606.ENSP00000380432
10090.ENSMUSP00000101550 9606.ENSP00000380432
10090.ENSMUSP00000101553 9606.ENSP00000380432
10090.ENSMUSP00000101552 9606.ENSP00000380432
10090.ENSMUSP00000140118 9606.ENSP00000331310
10090.ENSMUSP00000130439 9606.ENSP00000469089
10090.ENSMUSP00000140116 9606.ENSP00000477213
10090.ENSMUSP00000104311 9606.ENSP00000355026
10090.ENSMUSP00000104312 9606.ENSP00000333982
10090.ENSMUSP00000121787 9606.ENSP00000320130
10090.ENSMUSP00000104314 9606.ENSP00000173229
10090.ENSMUSP00000104315 9606.ENSP00000305255
10090.ENSMUSP00000140110 9606.ENSP00000240185
10090.ENSMUSP00000104317 9606.ENSP00000285199
10090.ENSMUSP00000106785 9606.ENSP00000248553
10090.ENSMUSP00000106784 9606.ENSP00000295150
10090.ENSMUSP00000125230 9606.ENSP00000302037
10090.ENSMUSP00000106783 9606.ENSP00000275560
10090.ENSMUSP00000106782 9606.ENSP00000275560
10090.ENSMUSP00000106789 9606.ENSP00000263826
10090.ENSMUSP00000134357 9606.ENSP00000409666
10090.ENSMUSP00000138675 9606.ENSP00000457386
10090.ENSMUSP00000126292 9606.ENSP00000383382
10090.ENSMUSP00000003947 9606.ENSP00000319788
10090.ENSMUSP00000003946 9606.ENSP00000268802
10090.ENSMUSP00000059435 9606.ENSP00000326846
10090.ENSMUSP00000078198 9606.ENSP00000374036
10090.ENSMUSP00000078199 9606.ENSP00000243776
10090.ENSMUSP00000134353 9606.ENSP00000442924
10090.ENSMUSP00000078190 9606.ENSP00000311257
10090.ENSMUSP00000131180 9606.ENSP00000422188
10090.ENSMUSP00000138672 9606.ENSP00000393596
10090.ENSMUSP00000138673 9606.ENSP00000483983
10090.ENSMUSP00000093906 9606.ENSP00000487164
10090.ENSMUSP00000115006 9606.ENSP00000318999
10090.ENSMUSP00000115007 9606.ENSP00000262494
10090.ENSMUSP00000026144 9606.ENSP00000303356
10090.ENSMUSP00000095716 9606.ENSP00000404079
10090.ENSMUSP00000026142 9606.ENSP00000364847
10090.ENSMUSP00000095710 9606.ENSP00000393922
10090.ENSMUSP00000115000 9606.ENSP00000217195
10090.ENSMUSP00000115001 9606.ENSP00000262961
10090.ENSMUSP00000115008 9606.ENSP00000305699
10090.ENSMUSP00000115009 9606.ENSP00000465260
10090.ENSMUSP00000134493 9606.ENSP00000259915 9606.ENSP00000419298
10090.ENSMUSP00000100206 9606.ENSP00000480537 9606.ENSP00000478196 9606.ENSP00000482934
10090.ENSMUSP00000144588 9606.ENSP00000272424
10090.ENSMUSP00000103578 9606.ENSP00000270593
10090.ENSMUSP00000126297 9606.ENSP00000359321
10090.ENSMUSP00000103571 9606.ENSP00000293441
10090.ENSMUSP00000096414 9606.ENSP00000004531
10090.ENSMUSP00000071195 9606.ENSP00000480318 9606.ENSP00000485668 9606.ENSP00000332500
10090.ENSMUSP00000094449 9606.ENSP00000442424
10090.ENSMUSP00000038121 9606.ENSP00000329418
10090.ENSMUSP00000139131 9606.ENSP00000263080
10090.ENSMUSP00000110877 9606.ENSP00000380861
10090.ENSMUSP00000038245 9606.ENSP00000384932
10090.ENSMUSP00000071191 9606.ENSP00000354871
10090.ENSMUSP00000092294 9606.ENSP00000315870
10090.ENSMUSP00000139135 9606.ENSP00000361949
10090.ENSMUSP00000107661 9606.ENSP00000356357
10090.ENSMUSP00000077378 9606.ENSP00000351391
10090.ENSMUSP00000075289 9606.ENSP00000357051
10090.ENSMUSP00000037416 9606.ENSP00000360423
10090.ENSMUSP00000037417 9606.ENSP00000247665
10090.ENSMUSP00000023468 9606.ENSP00000365811
10090.ENSMUSP00000023467 9606.ENSP00000314067
10090.ENSMUSP00000075283 9606.ENSP00000365514
10090.ENSMUSP00000023465 9606.ENSP00000381773
10090.ENSMUSP00000023462 9606.ENSP00000215832
10090.ENSMUSP00000023460 9606.ENSP00000326806
10090.ENSMUSP00000076393 9606.ENSP00000257192
10090.ENSMUSP00000076397 9606.ENSP00000479284
10090.ENSMUSP00000096411 9606.ENSP00000263274
